text,target,category,polarity,from,to
A must try!,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
"On a recent Sunday afternoon, a friend and I accidently found this great restaurant on our way to see the pulitzer prize winning play DOUBT.",restaurant~,RESTAURANT#GENERAL~,positive~,73~,83~
"This was the perfect quiet, relaxing, and delicious accompaniment to our afternoon of theater.",NULL~NULL~,FOOD#QUALITY~AMBIENCE#GENERAL~,positive~positive~,0~0~,0~0~
"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.",chicken pot pie~cheeseburger~cheeseburger~service~,FOOD#QUALITY~FOOD#STYLE_OPTIONS~FOOD#QUALITY~SERVICE#GENERAL~,positive~positive~positive~positive~,4~39~39~81~,19~51~51~88~
"With so many poor experiences to be had in the theater district, is truly an excellent find!",NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
We will return many times for this oasis in mid-town.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
I grew up on these bagels.
The staff is no nonsense.,staff~,SERVICE#GENERAL~,positive~,4~,9~
The food options rule.,food~,FOOD#STYLE_OPTIONS~,positive~,4~,8~
When I lived upstate for a while I would buy freeze the bagels and they would still be better than any else.,bagels~,FOOD#QUALITY~,positive~,56~,62~
Worth visiting the 1st Ave spot because it is the original store.,1st Ave spot~,RESTAURANT#MISCELLANEOUS~,positive~,19~,31~
I stumbled upon this second floor walk-up two Fridays ago when I was with two friends in town from L.A. 
"Being serious sushi lovers, we sat at the sushi bar to be closer to the action."
I asked the chef what he recommends and he asked me if I like Uni. (
"For those of you who don't know, Uni is Sea Urchin in Japanese, which happens to be my favorite.) "
"He served me an Uni Hand roll, which I never had before, and let me tell you...IT WAS HEAVEN!",Uni Hand roll~,FOOD#QUALITY~,positive~,16~,29~
"Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc."
The sake menu should not be overlooked!,sake menu~,DRINKS#STYLE_OPTIONS~,positive~,4~,13~
"All in all, this midtown gem instantly became one of my favorite sushi restaurants in the city.",NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
Try the lobster teriyaki and the rose special roll.,lobster teriyaki~rose special roll~,FOOD#QUALITY~FOOD#QUALITY~,positive~positive~,8~33~,24~50~
We visited Orsay during NY Restaurant Week and tried their $35 menu.
"Service was very good - prompt, attentive and non-intrusive.",Service~,SERVICE#GENERAL~,positive~,0~,7~
"Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).",Food~pork belly~,FOOD#QUALITY~FOOD#QUALITY~,positive~negative~,0~94~,4~104~
Wine list selection is good and wine-by-the-glass was generously filled to the top.,Wine list selection~wine-by-the-glass~,DRINKS#STYLE_OPTIONS~DRINKS#STYLE_OPTIONS~,positive~positive~,0~32~,19~49~
Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.,Traditional French decour~hall~,AMBIENCE#GENERAL~AMBIENCE#GENERAL~,positive~negative~,0~50~,25~54~
"I've been to at Cafe Spice probably 5-8 times, it is probably still the best Indian restaurant around Union Square.",Cafe Spice~,RESTAURANT#GENERAL~,positive~,16~,26~
"To sum it up: Service varies from good to mediorce, depending on which waiter you get; generally it is just average Ok. ",Service~,SERVICE#GENERAL~,neutral~,14~,21~
"Seating is always prompt, though the restaurant does fill up in the evening.",Seating~,SERVICE#GENERAL~,positive~,0~,7~
"Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders.",Food~raw vegatables in side orders~,FOOD#QUALITY~FOOD#QUALITY~,positive~negative~,0~76~,4~105~
"As many other reviewers noticed, your order is often slow to arrive - this is particularly true in the evening but is not a problem during lunch time.",NULL~,SERVICE#GENERAL~,neutral~,0~,0~
"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.",decor~semi-private boths~,AMBIENCE#GENERAL~AMBIENCE#GENERAL~,positive~positive~,4~51~,9~69~
I have NEVER been disappointed in the Red Eye.,Red Eye~,RESTAURANT#GENERAL~,positive~,38~,45~
"The first time I went, and was completely taken by the live jazz band and atmosphere, I ordered the Lobster Cobb Salad.",live jazz band~atmosphere~,AMBIENCE#GENERAL~AMBIENCE#GENERAL~,positive~positive~,55~74~,69~84~
I've never ordered anything else from their menu...there's no need to.
It's simply the best meal in NYC.,meal~,FOOD#QUALITY~,positive~,21~,25~
You cannot go wrong at the Red Eye Grill.,Red Eye Grill~,RESTAURANT#GENERAL~,positive~,27~,40~
"If we were to move from the upper east side, we would genuinely miss this restaurant.",restaurant~,RESTAURANT#GENERAL~,positive~,74~,84~
We've lived in the area for more than 8 years.
The restaurant is cute but not upscale.,restaurant~,AMBIENCE#GENERAL~,neutral~,4~,14~
The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.,food~balance of herbs and tomatoes~,FOOD#QUALITY~FOOD#QUALITY~,positive~positive~,4~86~,8~115~
I would highly recommend it.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
It's one of our favorite places to eat in NY.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
We had a great time at the Jekyll and hyde Pub last night.,Jekyll and hyde Pub~,RESTAURANT#GENERAL~,positive~,27~,46~
We were walking around the village and went into this place just for some drinks.
After really enjoying ourselves at the bar we sat down at a table and had dinner.,bar~,RESTAURANT#GENERAL~,positive~,39~,42~
The server was really cool and served us our food and drinks with a smile.,server~,SERVICE#GENERAL~,positive~,4~,10~
The place's decor and hidden bathrooms made for a good laugh.,decor~hidden bathrooms~,AMBIENCE#GENERAL~AMBIENCE#GENERAL~,positive~positive~,12~22~,17~38~
I highly recommend visiting this restaurant and having dinner and drinks!,restaurant~,RESTAURANT#GENERAL~,positive~,33~,43~
"If you are the type of person who likes being scared and entertained, this is a great place to go and eat.",place~,RESTAURANT#MISCELLANEOUS~,positive~,86~,91~
"My husband and I thougt it would be great to go to the Jekyll and Hyde Pub for our anniversary, and to our surprise it was fantastic.",Jekyll and Hyde Pub~,RESTAURANT#GENERAL~,positive~,55~,74~
"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.",beers~food~pumkin tortelini~,DRINKS#STYLE_OPTIONS~FOOD#QUALITY~FOOD#QUALITY~,positive~positive~positive~,28~98~160~,33~102~176~
The entertainment was great they have shows that go on through out the dinner.,NULL~,AMBIENCE#GENERAL~,positive~,0~,0~
"Please take my advice, go and try this place.",place~,RESTAURANT#GENERAL~,positive~,39~,44~
Its located in greenewich village.
You will not be disapointed at all.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
Our first time in New York and we had to try a New York Bagel.
We were not dissappointed in the least bit by this little gem.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
The bagel was huge.,bagel~,FOOD#STYLE_OPTIONS~,positive~,4~,9~
They were served warm and had a soft fluffy interior.,NULL~,FOOD#QUALITY~,positive~,0~,0~
The workers there also absolutely load the bagel with cream cheese (gets a little messy).,bagel~,FOOD#STYLE_OPTIONS~,negative~,43~,48~
I loved it and would HIGHLY RECOMMEND.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
This was my frist time at Cafe St. Bart's and I must say how delicous the food and the service was.,food~service~,FOOD#QUALITY~SERVICE#GENERAL~,positive~positive~,74~87~,78~94~
"When I called this morning, I didn't think I would be able to get in at 12, but I was able to get in, along with four other guests."
I have to highly recommend the lobster roll - not to much mayo; you can tell it was a fresh lobster.,lobster roll~lobster~,FOOD#QUALITY~FOOD#QUALITY~,positive~positive~,31~92~,43~99~
"Other guests enjoyed pizza, santa fe chopped salad and fish and chips.",pizza~santa fe chopped salad~fish and chips~,FOOD#QUALITY~FOOD#QUALITY~FOOD#QUALITY~,positive~positive~positive~,21~28~55~,26~50~69~
"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.",food~ambience~service~,FOOD#QUALITY~AMBIENCE#GENERAL~SERVICE#GENERAL~,positive~positive~positive~,45~55~78~,49~63~85~
All the staff is absolutely professional!! ,staff~,SERVICE#GENERAL~,positive~,8~,13~
I sometimes see the waiters don't have enough knowledge of their dishes.
But they do.,NULL~,SERVICE#GENERAL~,positive~,0~,0~
"(that is A MUST, but not every restaurant can do...) ",NULL~,SERVICE#GENERAL~,positive~,0~,0~
"If you want to dine with large party, I recommend to make reservation BASEMENT."
"There's nice and quiet, small but enough for 6 (or more).",NULL~,AMBIENCE#GENERAL~,positive~,0~,0~
This restaurant was way overhyped.,restaurant~,RESTAURANT#GENERAL~,negative~,5~,15~
My chow fun and chow see was really bland and oily.,chow fun and chow see~,FOOD#QUALITY~,negative~,3~,24~
Okay-i don't mind the oily part (cause most are cooked that way) but it was way too bland.,NULL~,FOOD#QUALITY~,negative~,0~,0~
The scallion pancakes and fried dumplings were nothing out of the ordinary.,scallion pancakes~fried dumplings~,FOOD#QUALITY~FOOD#QUALITY~,neutral~neutral~,4~26~,21~41~
The service was the only thing good about this restaurant.,service~restaurant~,SERVICE#GENERAL~RESTAURANT#GENERAL~,positive~negative~,4~47~,11~57~
"It's boring on the inside, and our sushi was pretty below average... the tuna was soggy and the other rolls had no flavor.",NULL~sushi~tuna~rolls~,AMBIENCE#GENERAL~FOOD#QUALITY~FOOD#QUALITY~FOOD#QUALITY~,negative~negative~negative~negative~,0~35~73~102~,0~40~77~107~
I definitely wouldn't go back.,NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
There are many Thai places in the city but so far Toons is #1.
Their pad penang is delicious and everything else is fantastic.,pad penang~NULL~,FOOD#QUALITY~FOOD#QUALITY~,positive~positive~,6~0~,16~0~
The price is reasonable although the service is poor.,NULL~service~,RESTAURANT#PRICES~SERVICE#GENERAL~,positive~negative~,0~37~,0~44~
fresh restaurant was amazing........ food was delicious and of course fresh.,fresh restaurant~food~,RESTAURANT#GENERAL~FOOD#QUALITY~,positive~positive~,0~37~,16~41~
"great for a romantic evening, or a fun evening with friends...",NULL~NULL~,AMBIENCE#GENERAL~RESTAURANT#MISCELLANEOUS~,positive~positive~,0~0~,0~0~
I will be going back very soon.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
keep up the good work.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
Hats off to the chef.,chef~,FOOD#QUALITY~,positive~,16~,20~
"I am not the most experienced person when it comes to Thai food, but my friend who took me there is."
He has visited Thailand and is quite expert on the cuisine.
It was wonderful.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
"the salads are delicious, both refreshing and very spicy.",salads~,FOOD#QUALITY~,positive~,4~,10~
We had Pam's special fried fish and it was amazing.,Pam's special fried fish~,FOOD#QUALITY~,positive~,7~,31~
too large for just two people but nothing was left.,NULL~NULL~,FOOD#STYLE_OPTIONS~FOOD#QUALITY~,neutral~positive~,0~0~,0~0~
Unbelievable.
Had a late night dinner on a Saturday night.
"Great vibe, lots of people.",vibe~,AMBIENCE#GENERAL~,positive~,6~,10~
"My husband and I both ordered the Steak, medium."
"My husbands was perfect, my was well done and dry.",NULL~NULL~,FOOD#QUALITY~FOOD#QUALITY~,positive~negative~,0~0~,0~0~
"I didn't complain, I liked the atmosphere so much.",atmosphere~,AMBIENCE#GENERAL~,positive~,31~,41~
Will give it another chance before I write it off.
Visited there while on vacation and reading the reviews.
On a hot day it was fabulous to stop in and enjoy lunch.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
"Ambience is so cute and quaint, good for business although we were there on vacation.",Ambience~NULL~,AMBIENCE#GENERAL~RESTAURANT#MISCELLANEOUS~,positive~positive~,0~0~,8~0~
Salads were fantastic.,Salads~,FOOD#QUALITY~,positive~,0~,6~
Although we were looking for regular lettuce and some walnuts the salads we got were great.,salads~,FOOD#QUALITY~,positive~,66~,72~
Ingredients are organic which is a real plus for me.,Ingredients~,FOOD#QUALITY~,positive~,0~,11~
We will be back.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
"This is some really good, inexpensive sushi.",sushi~sushi~,FOOD#QUALITY~FOOD#PRICES~,positive~positive~,38~38~,43~43~
"It costs $2 extra to turn a regular roll into an inside-out roll, but the roll more than triples in size, and that's not just from the rice."
The spicy Tuna roll is huge and probably the best that I've had at this price range.,spicy Tuna roll~spicy Tuna roll~spicy Tuna roll~,FOOD#STYLE_OPTIONS~FOOD#QUALITY~FOOD#PRICES~,positive~positive~positive~,4~4~4~,19~19~19~
The Yellowtail was particularly good as well.,Yellowtail~,FOOD#QUALITY~,positive~,4~,14~
"I have reservations about the all you can eat deal, however -- the choices are fairly limited and you can probably order more food than you can eat for less than $18 by just going off the menu.",all you can eat deal~all you can eat deal~,FOOD#STYLE_OPTIONS~FOOD#PRICES~,negative~negative~,30~30~,50~50~
"In any event, this is a place I'll be sure to stop by again when I'm in this part of town.",place~,RESTAURANT#GENERAL~,positive~,24~,29~
Big Wong gets big Ups for a fine establishment.,Big Wong~,RESTAURANT#GENERAL~,positive~,0~,8~
"They have it all -- great price, food, and service.",NULL~NULL~food~service~,RESTAURANT#GENERAL~RESTAURANT#PRICES~FOOD#QUALITY~SERVICE#GENERAL~,positive~positive~positive~positive~,0~0~33~43~,0~0~37~50~
The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.,atmosphere~waiters~,AMBIENCE#GENERAL~SERVICE#GENERAL~,negative~positive~,4~32~,14~39~
The food is prepared quickly and efficiently.,NULL~,SERVICE#GENERAL~,positive~,0~,0~
"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each).",NULL~congee~noodles~rice dishes~,FOOD#PRICES~FOOD#PRICES~FOOD#PRICES~FOOD#PRICES~,positive~positive~positive~positive~,0~45~53~66~,0~51~60~77~
The takeout is great too since they give high quality tupperware as well.,takeout~,SERVICE#GENERAL~,positive~,4~,11~
This place is always very crowded and popular.,place~,RESTAURANT#MISCELLANEOUS~,positive~,5~,10~
Went here on a friend's reccomendation.
Enjoyed a very nice Caesar Salad while my wife had arugula and goat cheese....both very tasty.,Caesar Salad~arugula and goat cheese~,FOOD#QUALITY~FOOD#QUALITY~,positive~positive~,20~51~,32~74~
We both opted for a pasta dish and they were served timely and fresh.,NULL~pasta dish~,SERVICE#GENERAL~FOOD#QUALITY~,positive~positive~,0~20~,0~30~
"We concluded with tiramisu chocolate cake, both were delicious.",tiramisu~chocolate cake~,FOOD#QUALITY~FOOD#QUALITY~,positive~positive~,18~27~,26~41~
We'd go back again,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
I recently went to this restaurant with some co-workers for lunch and had an amazing time.,restaurant~,RESTAURANT#GENERAL~,positive~,24~,34~
"The staff was accomodating, the food was absolutely delicious and the place is lovely.",staff~food~place~,SERVICE#GENERAL~FOOD#QUALITY~AMBIENCE#GENERAL~,positive~positive~positive~,4~32~70~,9~36~75~
We even had a visit from the Manager who wanted to make sure we were enjoying ourselves.,Manager~,SERVICE#GENERAL~,positive~,29~,36~
